"NAME","ROLE"
"Tacitus, Cornelius.","Author"
"Tacitus, Cornelius. Germania. English.","Author"
"Greenwey, Richard.","Author"
"Patten, W.","Author"
"Campen, Jan van, 1490-1538.","Author"
"Tarlton, Richard, d. 1588.","Author"
"Tasso, Ercole.","Author"
"Tofte, Robert, 1561-1620.","Author"
"Dowe, Bartholomew.","Author"
"Tatham, John, fl. 1632-1664.","Author"
"Best, Richard 1640","Bookseller"
"Skene, John, Sir, 1543?","Author"
"Tattle-well, Mary.","Author"
"Taylor, John, 1580-1653.","Author"
"Hit-him-home, Ioane.",""
"Taverner, John.","Author"
"Taylor, Jeremy, 1613-1667.","Author"
"Beesley, William 1641","Bookseller"
"Sweeting, John 1639","Bookseller"
"Oakes, Nicholas 1619","Printer"
"Taylor, Thomas, 1576-1632.","Author"
"Jemmat, William, 1596?","Author"
"Gunter, H.","Author"
"Teellinck, Willem, 1579-1629.","Author"
"Harmar, Christopher.","Author"
"Teixeira, Jos√©, 1543-1604.","Author"
"Henson, Francis 1580","Bookseller, Bookbinder"
"Telin, Guillaume.","Author"
"Piscator, Johannes, 1546-1625.","Author"
"[Terilo, William].","Author"
"Rhenanus, Beatus, 1485-1547.","Author"
"Tertullian, ca. 160-ca. 230.","Author"
"Thachame, T.","Author"
"Thayre, Thomas.","Author"
"Hacket, Thomas, fl. 1560-1590.","Author"
"Thevet, Andr√©, 1502-1590.","Author"
"Cyprian, Saint, d. 304.","Author"
"Hoskins, Anthony, 1568-1615.","Author"
"Page, William, 1590-1663.","Author"
"Thomas, √† Kempis, 1380-1471.","Author"
"Rogers, Thomas.","Author"
"Ainsworth, John, fl. 1609-1613.","Author"
"Drebbel, Cornelis, 1572?","Author"
"Pruson, Heldebrand.","Author"
"Thomas, Anthony, Sir.","Author"
"Worsop, John.","Author"
"Briggs, Henry, 1561-1630.","Author"
"Thomas, Oliver, 1598-1653?","Author"
"Kyffin, Edward.","Author"
"Thomas, William, Clerk of the Council to Edward VI.","Author"
"Thornes, Edward.","Author"
"Thorpe, William, d. 1407?","Author"
"Oldcastle, John, Sir, d. 1417.","Author"
"H. W., fl. 1640.","Author"
"Thucydides.","Author"
"Nichols, Thomas.","Author"
"Hobbes, Thomas, 1588-1679.","Author"
"F. T., fl. 1577.","Author"
"D. D. S.","Author"
"Tilenus, Daniel, 1563-1633.","Author"
"Tillinghast, John, 1604-1655.","Author"
"Tilney, Edmund, d. 1610.","Author"
"Timberlake, Henry, d. 1626.","Author"
"Epernon, Jean-Louis de Nogaret de La Valette, duc d', 1554-1642.","Author"
"Croce, Giovanni, ca. 1557-1609.","Author"
"Tomkins, Thomas, 1572-1656.","Author"
"Tomkis, Thomas, fl. 1604-1615.","Author"
"Petrus, Ravennas, ca. 1448-1508 or 9.","Author"
"Copland, Robert, fl. 1540-1547.","Author"
"Tomson, Laurence, 1539-1608.","Author"
"Topsell, Edward, 1572-1625?","Author"
"Rocket, Henry 1593","Bookseller"
"Mattes, Edmund 1583","Bookseller"
"Torquemada, Antonio de, fl. 1553-1570.","Author"
"Walker, Ferdinand.","Author"
"Torsellino, Orazio, 1545-1599.","Author"
"Fitzherbert, Thomas, 1552-1640.","Author"
"Tossanus, Daniel, 1541-1602.","Author"
"Townshend, Aurelian, fl. 1601-1643.","Author"
"Beaujoyeulx, Baltasar de, d. ca. 1587.","Author"
"Baker, George 1627","Bookseller"
"Traske, John, d. ca. 1638.","Author"
"La Faye, Antoine de, 1540-1615.","Author"
"Werdm√ºller, O.","Author"
"Sternhold, Thomas, d. 1549.","Author"
"Hopkins, John, d. 1570.","Author"
"Burton, Francis, fl. 1603-1617.","Author"
"Smith, Richard, tr.","translator"
"Trigge, Francis, 1547?","Author"
"Justinus, Marcus Junianus.","Author"
"Trogus, Pompeius. Historiae Philippicae.","Author"
"Victor, Sextus Aurelius. De Caesaribus.","Author"
"G. W., fl. 1606.","Author"
"Trussel, John, fl. 1620-1642.","Author"
"Trusswell, William.","Author"
"Bolton, Richard 1612","Bookseller"
"Mann, Samuel 1605","Stationer"
"BudÈ, Guillaume, 1468-1540.","Author"
"Fouilloux, Jacques du, 1521?","Author"
"Geuffroy, Antoine.","Author"
"Williams, William 1571","Bookbinder"
"Tusser, Thomas, 1524?","Author"
"D. T. (Daniel Tuvill), d. 1660.","Author"
"Jones, William 1621","Stationer"
"Potter, Christopher, 1591-1646.","Author"
"Wilson, Thomas, 1563-1622.","Author"
"Airay, Henry, 1560?","Author"
"Twisse, William, 1578?","Author"
"Twyne, Thomas, 1543-1613.","Author"
"Anguilbertus, Theobaldus.",""
"Tyndale, Nathaniel.","Author"
"Musket, Anne.","Author"
"Scoloker, Anthony 1547","Printer"
"Tyrie, James, 1543-1597.","Author"
"Tyro, T.","Author"
"Nicholas, James 1537","Printer"
"Udall, William.","Author"
"R. H., fl. 1638, engraver.","engraver"
"Underhill, John, d. 1672.","Author"
"Underwood, Robert, fl. 1605.","Author"
"Vaughan, Robert, 1592-1667.","Author"
"Beringer, Joachim.","Author"
"I. H., fl. 1600.","Author"
"Junius, Franciscus, 1545-1602.","Author"
"Pareus, David, 1548-1622.","Author"
"Ursinus, Zacharias, 1534-1583.","Author"
"Malone, William, 1586-1656.","Author"
"B. V., fl. 1625.","Author"
"Watson, Henry, fl. 1500-1518.","Author"
"Vald√©s, Juan de, d. 1541.","Author"
"Valera, Cipriano de, 1532?","Author"
"Golburne, John.","Author"
"Vallans, William.","Author"
"Sheldrake, John 1584","Bookseller, Printer (journeyman) ?"
"Varchi, Benedetto, 1503-1565.","Author"
"Busbie, John 1613","Stationer"
"Burdet, Robert.","Author"
"Vaughan, Robert, fl. 1542.","Author"
"Vaughan, Rowland, fl. 1610.","Author"
"Davies, John, 1565?","Author"
"Mason, John, 1586-1635.","Author"
"Vaughan, William, 1577-1641.","Author"
"Vautor, Thomas.","Author"
"Sadler, John, d. ca. 1595.","Author"
"Vegetius Renatus, Flavius.","Author"
"Gruterus, Janus, 1560-1627.","Author"
"Le Grys, Robert, Sir, d. 1635.","Author"
"Swaine, Robert jr 1628","Bookseller"
"Velleius Paterculus, ca. 19 B.C.-ca. 30 A.D.","Author"
"R. V. (Richard Vennard), d. 1615?","Author"
"Venner, Tobias, 1577-1660.","Author"
"English gentleman of very good account.","Author"
"Vergil, Polydore, 1470?","Author"
"Langley, Thomas, d. 1581.","Author"
"Holland, Henry, 1583-1650?","Author"
"Verheiden, Jacob, fl. 1590.","Author"
"Udall, Nicholas 1505","Publisher ?, Author (dramatic/theatrical)"
"Vermigli, Pietro Martire, 1499-1562.","Author"
"Bullinger, Heinrich, 1504-1575.","Author"
"Vicary, Thomas, d. 1561.","Author"
"Bremer, William.","Author"
"Bamford, Henry 1562","Printer (journeyman)"
"Victor, Saint, Bishop of Vita, d. ca. 505.","Author"
"Buckland, Ralph, 1564-1611.","Author"
"Du Rosier, Hugues Sureau.","Author"
"Sainctes, Claude de, 1525-1591.","Author"
"Vigor, Simon, d. 1575.","Author"
"Garetson, Mr.","Author"
"Buckingham, George Villiers, Duke of, 1592-1628.","Author"
"Vincent, of L√©rins, Saint, d. ca. 450.","Author"
"Vincent, Philip, b. 1600.","Author"
"Douglas, Gawin, 1474?","Author"
"Vegio, Maffeo, 1406 or 7-1458.","Author"
"Stanyhurst, Richard, 1547-1618.","Author"
"I. P., fl. 1632, engraver.","engraver"
"Stapylton, Robert, Sir, d. 1669.","Author"
"Vives, Juan Luis, 1492-1540.","Author"
"Juvenal. Satura 1-2. English.","Author"
"Biddle, John, 1615-1662.","Author"
"Carew, Richard, Sir, d. 1643?","Author"
"Bache, Arthur, b. 1599 or 1600.","Author"
"Jacobus, de Voragine, ca. 1229-1298.","Author"
"Hooker, John, 1526?","Author"
"Willet, Andrew, 1562-1621.","Author"
"D. W., Archdeacon.","Author"
"G. W., fl. 1600.","Author"
"I. W.","Author"
"Wotton, Henry, Sir, 1568-1639.","Author"
"R. W., fl. 1591.","Author"
"Sixtus V, Pope, 1520-1590.","Author"
"T. W.","Author"
"W. W., fl. 1577-1582.","Author"
"Sommers, William, d. 1560.","Author"
"Wadsworth, James, 1604-1656?","Author"
"Ritherdon, Ambrose 1627","Bookseller"
"Wager, Lewis, fl. 1566.","Author"
"Walkington, Thomas, d. 1621.","Author"
"Alison, Richard, fl. 1588-1606.","Author"
"Walkley, Thomas, d. 1658?","Author"
"Henley, Walter de.","Author"
"Bridges, John, d. 1618.","Author"
"Wapull, George, fl. 1576.","Author"
"Ward, John, 1571-1638.","Author"
"Ward, Robert, fl. 1639.","Author"
"Grimston, Harbottle, Sir, 1603-1685.","Author"
"Ward, Samuel, 1577-1640.","Author"
"Wood, Ambrose.","Author"
"Grismond, John 1615","Typefounder"
"Ward, Nathaniel, 1578-1652.","Author"
"Ware, James, Sir, 1594-1666.","Author"
"Warner, William, 1558?","Author"
"[Warren, Arthur].","Author"
"Hammond, Walter 1620","Stationer, Bookseller ?"
"Michell, Henry 1610","Stationer"
"Warwick, Arthur, 1604?","Author"
"Waterhouse, Edward, colonist.","Author"
"Watertoune, Thomas.","Author"
"Madeley, Roger 1553","Printer ?"
"Watson, Thomas, 1513-1584.","Author"
"I. T., gent.","Author"
"Byrd, William, 1542 or 3-1623.","Author"
"Marenzio, Luca, 1553-1599.","Author"
"T. W., fl. 1573-1595.","Author"
"Wever, R.","Author"
"Webbe, Edward, b. 1553 or 4.","Author"
"Webbe, William.","Author"
"Wecker, Johann Jacob, 1528-1586.","Author"
"Weelkes, Thomas, 1575 (ca.)-1623.","Author"
"CrÈquy, Charles de Blanchefort de Canaples, Marquis de, ca. 1578-1638.","Author"
"Waerdenburgh, Dirk van.","Author"
"Sadler, Laurence 1614","Bookseller"
"Weever, John, 1576-1632.","Author"
"Juvenal. Satura 1. English.","Author"
"Persius. Works. Satire 1. English.","Author"
"Horace. Satires. 1. English.","Author"
"E. R., fl. 1605.","Author"
"Hamond, Thomas, fl. 1605.","Author"
"Welstead, Robert, 1571 or 2-1651.","Author"
"Chapman, Samuel 1623","Stationer"
"Welwood, William, fl. 1578-1622.","Author"
"Grey, Jane, Lady, 1537-1554.","Author"
"Werdm√ºller, Otto, 1511-1552.","Author"
"Somerset, Edward Seymour, Duke of, 1506?","Author"
"Lewis, Hugh, 1562-1634.","Author"
"West, Richard, fl. 1606-1619.","Author"
"Lee, Richard, d. 1650.","Author"
"Whately, William, 1583-1639.","Author"
"Leigh, Edward, 1602-1671.","Author"
"Easte, Thomas 1608","Stationer"
"T. C., fl. 1587.","Author"
"Whetstone, George, 1544?","Author"
"Severus Alexander, Emperor of Rome, 208-235.","Author"
"B. W. (Bernard Whetstone)",""
"Whight, Nicholas.","Author"
"Whitaker, Alexander, 1585-1617.","Author"
"Whitbourne, Richard, Sir, fl. 1579-1626.","Author"
"White, Francis, 1564?","Author"
"White, John, 1575-1648.","Author"
"White, Thomas, ca. 1550-1624.","Author"
"Bernard Silvestris, fl. 1136.","Author"
"Whitgift, John, 1530?","Author"
"Richardson, Thomas 1589","Stationer"
"Whitney, Isabella.","Author"
"W. G., fl. 1567.","Author"
"Jones, Rice 1566","Stationer"
"Whythorne, Thomas, b. 1528.","Author"
"Wiburn, Perceval, d. 1606.","Author"
"Smythe, Toby 1578","Stationer"
"Tracy, William, d. 1530.","Author"
"Wilbye, John, 1574-1638.","Author"
"Vincent, George 1581","Stationer"
"Wilkins, George, fl. 1607.","Author"
"George, John 1559","Stationer"
"Maynard, John 1635","Bookseller"
"Wilkins, John, 1614-1672.","Author"
"Powell, William 1535","Printer"
"Simpson, Samuel 1610","Stationer"
"Spencer, John, d. 1680.","Author"
"Willan, Robert, d. 1630.","Author"
"Alberti, Leon Battista, 1404-1472.","Author"
"William I, Prince of Orange, 1533-1584.","Author"
"Philip II, King of Spain, 1527-1598.","Author"
"Dayes, Roger 1556","Stationer"
"Netherlands (before 1581)","Author"
"Williams, Roger, Sir, 1540?","Author"
"Willoughby, Henry, 1574?","Author"
"Dorrell, Hadrian.","Author"
"Hatton, Christopher, Sir, 1540-1591.","Author"
"Noel, Henry, d. 1597.","Author"
"R. W. (Robert Wilmot), fl. 1568-1608.","Author"
"Stafford, Rodger.","Author"
"Wilson, Christopher, ballad-writer.","Author"
"Wilson, John, d. 1630.","Author"
"Wilson, Thomas, 1525?","Author"
"Albertus, Magnus, Saint, 1193?","Author"
"Albertus, de Saxonia, d. 1390.","Author"
"Wimbledon, Thomas.","Author"
"Wingfield, Henry.","Author"
"Herbert, George, 1592-1637.","Author"
"Wither, George, 1540-1605.","Author"
"Passe, Crispijn van de, ca. 1565-1637, engraver.","engraver"
"Grismond, John 1634","Stationer"
"Wither, George 1588","Publisher, Publisher (pamphlet) ?, Writer (pamphlet) ?, Author"
"Wood, George 1625","Printer"
"Wood, John, d. 1625.","Author"
"Wood, William, fl. 1629-1635.","Author"
"Woodall, John, 1556?","Author"
"Woodhouse, Peter, poet.","Author"
"Wotton, Anthony, 1561?","Author"
"Bishop, William, 1554?","Author"
"Burby, Elizabeth 1604","Bookseller"
"Wright, Leonard, b. 1555 or 6.","Author"
"Wroth, Mary, Lady, ca. 1586-ca. 1640.","Author"
"Wroth, Thomas, Sir, 1584-1672.","Author"
"Wyrley, William, 1565-1618.","Author"
"Xenophon.","Author"
"Holland, Abraham, d. 1626.","Author"
"Yarington, Robert, fl. 1601.","Author"
"Yates, James, servingman.","Author"
"Yonge, Nicholas, d. 1619.","Author"
"Youll, Henry.","Author"
"Younge, Richard.","Author"
"Allot, Mary Mrs 1635","Bookseller"
"Nicholas, Thomas, b. ca. 1532.","Author"
"Z√°rate, Agustin de, b. 1514.","Author"
"Zouch, Richard, 1590-1661.","Author"
"Zwingli, Ulrich, 1484-1531.","Author"
"Tallis, Thomas, 1505 (ca.)-1585.","Author"
"Blankes, Edward, ca. 1550-1633.","Author"
"Harrington, John 1549","Bookseller ?, Translator ?"
"Harington, John, d. 1582.","Author"
"Dod, Henry.","Author"
"Case, John, d. 1600.","Author"
"Sternhold, Thomas, 1529?","Author"
"Case, John 1548","Printer, Bookseller"
"Baldwin, William 1547","Printer, Author, Editor/Compiler"
"Alcock, John, 1430-1500.","Author"
"Mutton, Edmund 1589","Bookseller ?, Stationer"
"Young, William 1584","Bookseller"
"Nicholson, James 1535","Printer"
"Sutton, Nicholas 1528","Stationer"
"Alem√°n, Mateo, 1547-1614?","Author"
"Allen, Edmond, 1519?","Author"
"Alesius, Alexander, 1500-1565.","Author"
"Ruscelli, Girolamo, d. ca. 1565.","Author"
"Ward, William, 1534-1609.","Author"
"Tye, Christopher, 1497?","Author"
"Wedderburn, John, ca. 1500-1556.","Author"
"Wedderburn, James, ca. 1495-1553.","Author"
"G. A., fl. 1639.","Author"
"Bomelius, Henricus, 1500?","Author"
"Bicknoll, Edmond.","Author"
"Doni, Anton Francesco, 1513-1574.","Author"
"BiØdpaiØ.","Author"
"Bignon, J√©r√¥me, 1589-1656.","Author"
"Billerbeg, Franciscus de.","Author"
"Hayward, James, of Gray's Inn.","Author"
"Biondi, Giovanni Francesco, Sir, 1572-1644.","Author"
"Elderton, William, d. 1592?","Author"
"Birch, William, fl. 1562-1571.","Author"
"Birckbek, Simon, 1584-1656.","Author"
"Androse, Richard, 16th cent.","Author"
"Bisse, James, 1551 or 2-1607.","Author"
"Blague, Thomas, d. 1611.","Author"
"Blagrave, John, d. 1611.","Author"
"Wright, Benjamin, engraver.","engraver"
"Goodwine, Thomas Pope.","Author"
"Hunscott, Joseph 1612","Bookseller"
"Bland, Tobias, 1563?","Author"
"Blandie, William.","Author"
"Blenerhasset, Thomas.","Author"
"Bloy, Nicholas.","Author"
"Blunden, William.","Author"
"Grisone, Federico. Ordini di cavalcare.","Author"
"Magini, Giovanni Antonio, 1555-1617.","Author"
"Wright, Edward, 1540-1603.","Author"
"Patrizi, Francesco, 1529-1597.","Author"
"Aconcio, Iacopo, d. 1566.","Author"
"Alday, John.","Author"
"Boazio, Baptista.","Author"
"Walter, William, fl. 1520.","Author"
"Lewicke, Edward, fl. 1562.","Author"
"Hugo, of Caumpeden.","Author"
"Sidrac, 13th cent.","Author"
"Twyne, John, ca. 1501-1581.","Author"
"Boccus, King.","Author"
"Bodenham, John, fl. 1600.","Author"
"Bodin, Jean, 1530-1596.","Author"
"Crane, Edward.","Author"
"Bodonius, Stephanus.","Author"
"Bodrugan, Nicholas.","Author"
"Boemus, Joannes, ca. 1485-1535.","Author"
"LÈry, Jean de, 1534-1611.","Author"
"Nicolaus, of Damascus.","Author"
"Scaliger, Joseph Juste, 1540-1609.","Author"
"Aston, Edward, b. 1573 or 4.","Author"
"Chaucer, Geoffrey, d. 1400.","Author"
"Surigonus, Stephanus.","Author"
"Boethius, d. 524.","Author"
"Rychard, Thomas 1525","Printer"
"Walton, John, d. 1410.","Author"
"Boece, Hector, 1465?","Author"
"Bellenden, John, fl. 1533-1587.","Author"
"Bogaert, Arnould.","Author"
"Coke, John, clarke of the Kynges recognysaunce.","Author"
"Awen, William 1551","Printer, Bookseller"
"Christian II, Elector of Saxony, 1583-1611.","Author"
"Saincte Foy, Fran√ßois de.","Author"
"Bethlen, G·bor, Prince of Transylvania, 1580-1629.","Author"
"Bohemia (Zemƒõ). Snƒõm.","Author"
"Johann Georg I, Elector of Saxony, 1585-1656.","Author"
"Barlow, William, of Amsterdam.","Author"
"Boiardo, Matteo Maria, 1440 or 41-1494.","Author"
"Philipot, John, 1589?","Author"
"I. T., fl. 1634.","Author"
"Bolton, Robert, 1572-1631.","Author"
"Bagshaw, Edward, d. 1662.","Author"
"I. S.","Author"
"Weaver, Thomas 1626","Bookseller"
"Fawkes, Michael 1534","Printer"
"Bonde, William, fl. 1526-27.","Author"
"Toye, Robert 1551","Printer"
"Alessandro Farnese, Duke of Parma, 1545-1592.","Author"
"Larke, John.","Author"
"T. G., fl. 1581.","Author"
"Wolf, John 1583","Stationer"
"Boquin, Pierre, d. 1582.","Author"
"Legh, Gerard, d. 1563.","Author"
"Bossewell, John, heraldic writer.","Author"
"Botero, Giovanni, 1540-1617.","Author"
"Garbrand, Richard 1573","Bookseller, Stationer, Bookbinder"
"Peterson, Robert, fl. 1576-1606.","Author"
"Bourman, Nicholas.","Author"
"Stirling, William Alexander, Earl of, 1567 or 8-1640.","Author"
"Bourne, William, d. 1583.","Author"
"Bowle, John, d. 1637.","Author"
"Woodroffe, Richard 1614","Bookseller"
"Mure, William, Sir, 1594-1657.","Author"
"Boyd, Robert, 1578-1627.","Author"
"Boys, John, 1571-1625.","Author"
"Rogers, Matthew. Instruction of a father to his children.","Author"
"Allerton, Ralph.",""
"Bradford, John, serving-man.","Author"
"T. E., fl. 1556.","Author"
"Knight, Thomas 1627","Bookseller, Publisher"
"Bradwardine, Thomas, 1290?","Author"
"Savile, Henry, Sir, 1549-1622.","Author"
"Bradwell, Stephen.","Author"
"Nealand, Samuel 1603","Bookseller, Stationer"
"V. V. S.","Author"
"Brahe, Tycho, 1546-1601.","Author"
"Sigismund, John, 1572-1619.","Author"
"Vanderstegen, Michael.","Author"
"Brandon, Samuel, fl. 1598.","Author"
"Derby, Richard 1472","Stationer"
"Brant, Sebastian, 1458-1521.","Author"
"Brasbridge, Thomas, fl. 1590.","Author"
"Alison, Richard, controversialist.","Author"
"Brathwait, Frances, d. 1633.","Author"
"Marshall, William, fl. 1617-1650, ill.","Illustrator"
"Pursett, Christopher 1590","Stationer"
"Multibibus, Blasius.","Author"
"Jacobus, de Gruytrode, fl. 1440-1475.","Author"
"Howard, William, Lord, 1563-1640.","Author"
"John, of Worchester, 12th cent.",""
"Marianus, Scotus, 1028-1082?","Author"
"Florence, of Worcester, d. 1118.","Author"
"Bredwell, Stephen.","Author"
"Brenz, Johannes, 1499-1570.","Author"
"Hayes, Edward, fl. 1602.","Author"
"Brerewood, Robert, Sir, 1588-1654.","Author"
"Brerewood, Edward, 1565?","Author"
"Byfield, Nicholas, 1579-1622.","Author"
"Andrews, John 1593","Stationer"
"Gwillim, John 1614","Bookseller, Stationer"
"Essex, Robert Devereux, Earl of, 1566-1601.","Author"
"Bearkes, Randall 1602","Bookseller, Stationer"
"R. A., fl. 1587.","Author"
"T. B. (Thomas Brewer)","Author"
"Brewer, Thomas.","Author"
"Brian, Thomas, 17th cent.","Author"
"Halley, Edmund 1560","Bookseller"
"Brice, Thomas, d. 1570.","Author"
"Adams, Richard 1558","Bookseller, Stationer"
"Bright, Timothie, 1550-1615.","Author"
"Brinckmair, L.","Author"
"Brinkelow, Henry, d. 1546.","Author"
"Gallus, Evaldus.","Author"
"Culmann, Leonhard, 1498?","Author"
"Mathie, Mathewe 1597","Stationer"
"Hayes, Thomas 1580","Bookseller"
"Albott, Robert, fl. 1600.","Author"
"Brinsley, John, 1600-1665.","Author"
"Carre, Thomas 1582","Bookseller, Bookbinder, Stationer"
"Blackwall, William 1578","Bookseller"
"Brooke, Christopher, d. 1628.","Author"
"Browne, William, 1590-ca. 1645.","Author"
"Brooke, Ralph, 1553-1625.","Author"
"Solempne, Anthony de 1566","Printer"
"Brooke, Thomas, d. 1570.","Author"
"Brookes, Matthew, fl. 1626-1657.","Author"
"Brooks, James, 1512-1560.","Author"
"Blackwell, Francis, fl. 1605.","Author"
"Simpson, Gabriel 1583","Printer"
"Cartwright, Thomas, 1535-1603.","Author"
"Browne, Robert, ca. 1550-1633.","Author"
"Piper, John 1604","Bookseller"
"Browne, William, Gent, fl. 1624.","Author"
"Crouch, Humphrey, fl. 1635-1671.","Author"
"Broxup, William.","Author"
"Bruce, Robert, 1554-1631.","Author"
"I. H., fl. 1617.","Author"
"Mitchell, S., fl. 1614.","Author"
"Brucioli, Antonio, 1487-1566.","Author"
"I. A., fl. 1632.","Author"
"Bruele, Gualtherus.","Author"
"Bucke, George 1560","Bookseller"
"Bruni, Leonardo, 1369-1444.","Author"
"Bruton, William.","Author"
"Bruyn, Ambrosius de.","Author"
"Bryskett, Lodowick.","Author"
"Hoby, Thomas, Sir, 1530-1566.","Author"
"Bucer, Martin, 1491-1551.","Author"
"Camp, William 1576","Stationer"
"Buck, George, Sir, d. 1623.","Author"
"I. W. S., artist.","Author"
"Woutneel, Ioan, engraver.","engraver"
"J. A., of Ailward.","Author"
"Buckler, Edward, 1610-1706.","Author"
"Benlowes, Edward, 1603?","Author"
"Buddle, George, b. ca. 1568.","Author"
"Nicholson, John 1538","Printer"
